date,open,high,low,close,volume
2025-08-18,1039000.0,1050000.0,1026000.0,1028000.0,40399.0
2025-08-19,1034000.0,1037000.0,1021000.0,1024000.0,33935.0
2025-08-20,1030000.0,1030000.0,1011000.0,1019000.0,41004.0
2025-08-21,1025000.0,1028000.0,1016000.0,1017000.0,29573.0
2025-08-22,1024000.0,1039000.0,1019000.0,1030000.0,45492.0
2025-08-25,1037000.0,1041000.0,1025000.0,1030000.0,42011.0
2025-08-26,1024000.0,1036000.0,1019000.0,1019000.0,78975.0
2025-08-27,1019000.0,1028000.0,1017000.0,1020000.0,36896.0
2025-08-28,1020000.0,1025000.0,1012000.0,1012000.0,51763.0
2025-08-29,1013000.0,1018000.0,1000000.0,1001000.0,80282.0
2025-09-01,1002000.0,1006000.0,995000.0,996000.0,60337.0
2025-09-02,1004000.0,1007000.0,993000.0,997000.0,49992.0
2025-09-03,995000.0,1015000.0,995000.0,1012000.0,46702.0
2025-09-04,1006000.0,1017000.0,1006000.0,1017000.0,52191.0
2025-09-05,1015000.0,1031000.0,1015000.0,1030000.0,52479.0
2025-09-08,1032000.0,1039000.0,1026000.0,1031000.0,32731.0
2025-09-09,1053000.0,1063000.0,1030000.0,1041000.0,74884.0
2025-09-10,1041000.0,1043000.0,1031000.0,1034000.0,54889.0
2025-09-11,1038000.0,1051000.0,1031000.0,1036000.0,104487.0
2025-09-12,1037000.0,1039000.0,1026000.0,1038000.0,78527.0
2025-09-15,1032000.0,1042000.0,1027000.0,1040000.0,64283.0
2025-09-16,1034000.0,1040000.0,1032000.0,1036000.0,49282.0
2025-09-17,1029000.0,1034000.0,1019000.0,1020000.0,72067.0
2025-09-18,1023000.0,1030000.0,1018000.0,1029000.0,51269.0
2025-09-19,1023000.0,1030000.0,1020000.0,1024000.0,91201.0
2025-09-22,1026000.0,1031000.0,1017000.0,1026000.0,51488.0
2025-09-23,1021000.0,1047000.0,1021000.0,1036000.0,82937.0
2025-09-24,1039000.0,1046000.0,1034000.0,1046000.0,71320.0
2025-09-25,1045000.0,1046000.0,1021000.0,1022000.0,78410.0
2025-09-26,1010000.0,1015000.0,982000.0,1000000.0,94936.0
2025-09-29,1004000.0,1010000.0,999000.0,1003000.0,59947.0
2025-09-30,1000000.0,1004000.0,995000.0,997000.0,84457.0
2025-10-01,999000.0,1012000.0,999000.0,1005000.0,64286.0
2025-10-02,1013000.0,1018000.0,1005000.0,1009000.0,83364.0
2025-10-10,1016000.0,1022000.0,1009000.0,1014000.0,73825.0
2025-10-13,1014000.0,1023000.0,1007000.0,1020000.0,88175.0
2025-10-14,1010000.0,1037000.0,1003000.0,1027000.0,101010.0
2025-10-15,1040000.0,1131000.0,1037000.0,1127000.0,341106.0
2025-10-16,1117000.0,1134000.0,1115000.0,1133000.0,78400.0
2025-10-17,1127000.0,1133000.0,1110000.0,1117000.0,77546.0
2025-10-20,1121000.0,1152000.0,1118000.0,1135000.0,102225.0
2025-10-21,1137000.0,1150000.0,1128000.0,1144000.0,86014.0
2025-10-22,1143000.0,1186000.0,1138000.0,1173000.0,91327.0
2025-10-23,1162000.0,1177000.0,1151000.0,1162000.0,69507.0
2025-10-24,1178000.0,1194000.0,1171000.0,1178000.0,60619.0
2025-10-27,1186000.0,1211000.0,1185000.0,1208000.0,109054.0
2025-10-28,1243000.0,1265000.0,1209000.0,1232000.0,163148.0
2025-10-29,1247000.0,1256000.0,1210000.0,1221000.0,281666.0
2025-10-30,0.0,0.0,0.0,1221000.0,0.0
2025-10-31,0.0,0.0,0.0,1221000.0,0.0
