date,open,high,low,close,volume
2025-08-18,280000.0,283500.0,274500.0,276000.0,187334.0
2025-08-19,276500.0,279500.0,272500.0,277500.0,185341.0
2025-08-20,277000.0,286500.0,277000.0,283500.0,367843.0
2025-08-21,287000.0,302500.0,283000.0,293000.0,511584.0
2025-08-22,294000.0,296000.0,286000.0,287500.0,189281.0
2025-08-25,290000.0,293000.0,285000.0,292500.0,162261.0
2025-08-26,291000.0,296500.0,289000.0,289500.0,211149.0
2025-08-27,290500.0,290500.0,285000.0,286500.0,119955.0
2025-08-28,287000.0,292500.0,280000.0,281500.0,172022.0
2025-08-29,284000.0,286000.0,276000.0,277500.0,202049.0
2025-09-01,275000.0,275000.0,270000.0,271500.0,135526.0
2025-09-02,271000.0,272000.0,264500.0,269500.0,175907.0
2025-09-03,269500.0,273000.0,268500.0,270000.0,94431.0
2025-09-04,274000.0,279500.0,273000.0,278000.0,152241.0
2025-09-05,278000.0,278500.0,272500.0,274500.0,136324.0
2025-09-08,271000.0,277000.0,271000.0,275500.0,98768.0
2025-09-09,280500.0,296000.0,275500.0,293000.0,510456.0
2025-09-10,290500.0,292500.0,285500.0,287000.0,224616.0
2025-09-11,288500.0,290000.0,285500.0,290000.0,230401.0
2025-09-12,293000.0,293000.0,288000.0,290000.0,187098.0
2025-09-15,288500.0,301500.0,288500.0,293500.0,292193.0
2025-09-16,295000.0,300500.0,286500.0,288000.0,320132.0
2025-09-17,289500.0,294500.0,287500.0,292000.0,142980.0
2025-09-18,293500.0,306500.0,289500.0,301000.0,301884.0
2025-09-19,299500.0,303000.0,291000.0,291000.0,343090.0
2025-09-22,293500.0,302000.0,293000.0,295000.0,159506.0
2025-09-23,295000.0,300500.0,293000.0,298500.0,157221.0
2025-09-24,300000.0,300500.0,285500.0,286000.0,238319.0
2025-09-25,287000.0,292500.0,286000.0,292500.0,205795.0
2025-09-26,289500.0,291000.0,280500.0,282500.0,227238.0
2025-09-29,285000.0,285500.0,275500.0,280000.0,186592.0
2025-09-30,278500.0,284500.0,277500.0,278000.0,165726.0
2025-10-01,279000.0,283000.0,275000.0,281500.0,141779.0
2025-10-02,286000.0,288000.0,277500.0,277500.0,301239.0
2025-10-10,282000.0,287500.0,277500.0,279000.0,288939.0
2025-10-13,278000.0,282000.0,271500.0,282000.0,245693.0
2025-10-14,280000.0,299500.0,280000.0,296500.0,479724.0
2025-10-15,295000.0,295500.0,291000.0,294000.0,172127.0
2025-10-16,294500.0,312000.0,294500.0,312000.0,557451.0
2025-10-17,309500.0,350000.0,308500.0,339000.0,1150682.0
2025-10-20,337500.0,350000.0,333500.0,347500.0,449112.0
2025-10-21,343000.0,354000.0,341000.0,346000.0,357271.0
2025-10-22,356000.0,395500.0,351000.0,391000.0,1575365.0
2025-10-23,406500.0,408000.0,387000.0,389500.0,892900.0
2025-10-24,386000.0,410000.0,383000.0,401000.0,811185.0
2025-10-27,402500.0,407500.0,391000.0,404000.0,447924.0
2025-10-28,399000.0,414500.0,395500.0,413500.0,503165.0
2025-10-29,412500.0,422000.0,409500.0,417000.0,432477.0
2025-10-30,412000.0,423500.0,400000.0,405000.0,439474.0
2025-10-31,393500.0,400500.0,389000.0,397500.0,501518.0
