date,open,high,low,close,volume
2025-08-18,294000.0,296000.0,290000.0,292000.0,93609.0
2025-08-19,296000.0,302000.0,292000.0,302000.0,150346.0
2025-08-20,303000.0,303000.0,296000.0,301500.0,130049.0
2025-08-21,301500.0,304000.0,297500.0,297500.0,82366.0
2025-08-22,298000.0,304000.0,297500.0,299500.0,78081.0
2025-08-25,300000.0,300000.0,293000.0,299000.0,152610.0
2025-08-26,297000.0,302500.0,296000.0,299500.0,222025.0
2025-08-27,302000.0,304000.0,299000.0,302500.0,133201.0
2025-08-28,304500.0,310000.0,301500.0,302500.0,199023.0
2025-08-29,308000.0,322500.0,306000.0,318500.0,552076.0
2025-09-01,320000.0,326000.0,317500.0,321500.0,268038.0
2025-09-02,321500.0,324000.0,319500.0,323500.0,176539.0
2025-09-03,322500.0,326000.0,318000.0,324500.0,145348.0
2025-09-04,321500.0,325500.0,317500.0,320500.0,210607.0
2025-09-05,318500.0,323500.0,318500.0,323000.0,149648.0
2025-09-08,323500.0,324000.0,318000.0,323000.0,185042.0
2025-09-09,324000.0,327000.0,312000.0,315500.0,212611.0
2025-09-10,313500.0,325500.0,313500.0,319000.0,216004.0
2025-09-11,319000.0,324500.0,314000.0,316000.0,275234.0
2025-09-12,318000.0,321000.0,311000.0,313500.0,197547.0
2025-09-15,310500.0,313000.0,306500.0,309500.0,145731.0
2025-09-16,308500.0,310000.0,304500.0,309000.0,150505.0
2025-09-17,310500.0,313000.0,308500.0,311000.0,103522.0
2025-09-18,310000.0,317000.0,307500.0,317000.0,167612.0
2025-09-19,313500.0,314000.0,303000.0,308000.0,383684.0
2025-09-22,308000.0,312500.0,307000.0,312500.0,130228.0
2025-09-23,309000.0,312500.0,308500.0,312000.0,92973.0
2025-09-24,312000.0,313500.0,308000.0,308000.0,81257.0
2025-09-25,307000.0,308500.0,300500.0,301000.0,247888.0
2025-09-26,299000.0,300000.0,292500.0,295000.0,231752.0
2025-09-29,297500.0,297750.0,294000.0,296000.0,175732.0
2025-09-30,295500.0,300500.0,295000.0,298500.0,164694.0
2025-10-01,298500.0,299500.0,293500.0,295500.0,130029.0
2025-10-02,297000.0,301000.0,295500.0,297000.0,241778.0
2025-10-10,308000.0,308000.0,296500.0,298000.0,236742.0
2025-10-13,299000.0,299000.0,288000.0,289000.0,238724.0
2025-10-14,286500.0,300500.0,285500.0,299500.0,217693.0
2025-10-15,300500.0,302500.0,297500.0,300500.0,162540.0
2025-10-16,307500.0,312500.0,303500.0,309000.0,234256.0
2025-10-17,306000.0,310500.0,304000.0,308000.0,130462.0
2025-10-20,310000.0,312000.0,303500.0,308500.0,124554.0
2025-10-21,309500.0,317500.0,306000.0,308500.0,276383.0
2025-10-22,311500.0,315000.0,305000.0,314500.0,148850.0
2025-10-23,309500.0,313500.0,305500.0,306000.0,143817.0
2025-10-24,308000.0,309500.0,303000.0,307000.0,164856.0
2025-10-27,305000.0,309000.0,304500.0,305000.0,166002.0
2025-10-28,305000.0,305000.0,300500.0,304500.0,177830.0
2025-10-29,306500.0,307000.0,301500.0,306500.0,148178.0
2025-10-30,320500.0,321500.0,304500.0,307000.0,313371.0
2025-10-31,308000.0,322000.0,306000.0,316000.0,400660.0
