date,code,side,price_open,price_close,qty,p,f*
20250725,104040,INTRADAY_OC,1137.0,1150.0,799,,
20250725,032750,INTRADAY_OC,4605.0,4635.0,197,,
20250725,009580,INTRADAY_OC,2800.0,2760.0,324,,
20250725,010040,INTRADAY_OC,2350.0,2355.0,386,,
20250725,054780,INTRADAY_OC,4380.0,4290.0,207,,
20250725,086980,INTRADAY_OC,2810.0,2770.0,323,,
20250725,018470,INTRADAY_OC,1545.0,1529.0,588,,
20250725,091340,INTRADAY_OC,2690.0,2650.0,337,,
20250725,052330,INTRADAY_OC,9720.0,9820.0,93,,
20250725,003570,INTRADAY_OC,53100.0,52300.0,17,,
20250728,104040,INTRADAY_OC,1150.0,1110.0,789,,
20250728,032750,INTRADAY_OC,4580.0,4600.0,198,,
20250728,009580,INTRADAY_OC,2790.0,2720.0,325,,
20250728,010040,INTRADAY_OC,2385.0,2335.0,380,,
20250728,054780,INTRADAY_OC,4305.0,4170.0,211,,
20250728,086980,INTRADAY_OC,2770.0,2710.0,327,,
20250728,018470,INTRADAY_OC,1529.0,1582.0,594,,
20250728,091340,INTRADAY_OC,2650.0,2675.0,342,,
20250728,052330,INTRADAY_OC,9830.0,9650.0,92,,
20250728,003570,INTRADAY_OC,52900.0,51200.0,17,,
20250729,104040,INTRADAY_OC,1107.0,1093.0,819,,
20250729,032750,INTRADAY_OC,4600.0,4580.0,197,,
20250729,009580,INTRADAY_OC,2720.0,2760.0,333,,
20250729,010040,INTRADAY_OC,2340.0,2350.0,387,,
20250729,054780,INTRADAY_OC,4150.0,4075.0,218,,
20250729,086980,INTRADAY_OC,2710.0,2685.0,334,,
20250729,018470,INTRADAY_OC,1583.0,1579.0,572,,
20250729,091340,INTRADAY_OC,2675.0,2650.0,339,,
20250729,052330,INTRADAY_OC,9700.0,9690.0,93,,
20250729,003570,INTRADAY_OC,51100.0,54400.0,17,,
20250730,104040,INTRADAY_OC,1083.0,1092.0,837,,
20250730,032750,INTRADAY_OC,4555.0,4560.0,199,,
20250730,009580,INTRADAY_OC,2755.0,2765.0,329,,
20250730,010040,INTRADAY_OC,2330.0,2325.0,389,,
20250730,054780,INTRADAY_OC,4110.0,4120.0,220,,
20250730,086980,INTRADAY_OC,2690.0,2685.0,337,,
20250730,018470,INTRADAY_OC,1580.0,1540.0,574,,
20250730,091340,INTRADAY_OC,2645.0,2665.0,342,,
20250730,052330,INTRADAY_OC,9740.0,9710.0,93,,
20250730,003570,INTRADAY_OC,55000.0,55800.0,16,,
20250731,104040,INTRADAY_OC,1092.0,1099.0,830,,
20250731,032750,INTRADAY_OC,4560.0,4525.0,198,,
20250731,009580,INTRADAY_OC,2770.0,2760.0,327,,
20250731,010040,INTRADAY_OC,2350.0,2425.0,385,,
20250731,054780,INTRADAY_OC,4080.0,4270.0,222,,
20250731,086980,INTRADAY_OC,2715.0,2760.0,333,,
20250731,018470,INTRADAY_OC,1551.0,1515.0,584,,
20250731,091340,INTRADAY_OC,2690.0,2645.0,337,,
20250731,052330,INTRADAY_OC,9720.0,9940.0,93,,
20250731,003570,INTRADAY_OC,55800.0,58600.0,16,,
20250801,104040,INTRADAY_OC,1089.0,1053.0,833,,
20250801,032750,INTRADAY_OC,4400.0,4445.0,206,,
20250801,009580,INTRADAY_OC,2765.0,2695.0,328,,
20250801,010040,INTRADAY_OC,2410.0,2345.0,376,,
20250801,054780,INTRADAY_OC,4220.0,4125.0,215,,
20250801,086980,INTRADAY_OC,2760.0,2665.0,328,,
20250801,018470,INTRADAY_OC,1506.0,1451.0,602,,
20250801,091340,INTRADAY_OC,2645.0,2560.0,343,,
20250801,052330,INTRADAY_OC,9920.0,9460.0,91,,
20250801,003570,INTRADAY_OC,58600.0,57100.0,15,,
20250804,104040,INTRADAY_OC,1048.0,1062.0,863,,
20250804,032750,INTRADAY_OC,4405.0,4450.0,205,,
20250804,009580,INTRADAY_OC,2690.0,2735.0,336,,
20250804,010040,INTRADAY_OC,2345.0,2320.0,385,,
20250804,054780,INTRADAY_OC,4220.0,4145.0,214,,
20250804,086980,INTRADAY_OC,2665.0,2690.0,339,,
20250804,018470,INTRADAY_OC,1442.0,1450.0,627,,
20250804,091340,INTRADAY_OC,2530.0,2550.0,357,,
20250804,052330,INTRADAY_OC,9460.0,9710.0,95,,
20250804,003570,INTRADAY_OC,56100.0,55800.0,16,,
20250805,104040,INTRADAY_OC,1062.0,1080.0,852,,
20250805,032750,INTRADAY_OC,4450.0,4410.0,203,,
20250805,009580,INTRADAY_OC,2725.0,2740.0,332,,
20250805,010040,INTRADAY_OC,2380.0,2300.0,380,,
20250805,054780,INTRADAY_OC,4200.0,4155.0,215,,
20250805,086980,INTRADAY_OC,2690.0,2710.0,336,,
