date,code,side,price_open,price_close,qty,p,f*
20250805,018470,INTRADAY_OC,1453.0,1478.0,623,,
20250805,091340,INTRADAY_OC,2555.0,2585.0,354,,
20250805,052330,INTRADAY_OC,9830.0,9940.0,92,,
20250805,003570,INTRADAY_OC,56100.0,58700.0,16,,
20250806,104040,INTRADAY_OC,1070.0,1089.0,846,,
20250806,032750,INTRADAY_OC,4410.0,4450.0,205,,
20250806,009580,INTRADAY_OC,2715.0,2765.0,333,,
20250806,010040,INTRADAY_OC,2300.0,2320.0,393,,
20250806,054780,INTRADAY_OC,4155.0,4215.0,217,,
20250806,086980,INTRADAY_OC,2750.0,2755.0,329,,
20250806,018470,INTRADAY_OC,1470.0,1495.0,616,,
20250806,091340,INTRADAY_OC,2580.0,2605.0,351,,
20250806,052330,INTRADAY_OC,9940.0,10060.0,91,,
20250806,003570,INTRADAY_OC,58800.0,59400.0,15,,
20250807,104040,INTRADAY_OC,1100.0,1107.0,823,,
20250807,032750,INTRADAY_OC,4450.0,4505.0,203,,
20250807,009580,INTRADAY_OC,2785.0,2770.0,325,,
20250807,010040,INTRADAY_OC,2315.0,2295.0,391,,
20250807,054780,INTRADAY_OC,4185.0,4245.0,216,,
20250807,086980,INTRADAY_OC,2755.0,2775.0,328,,
20250807,018470,INTRADAY_OC,1496.0,1497.0,605,,
20250807,091340,INTRADAY_OC,2605.0,2615.0,347,,
20250807,052330,INTRADAY_OC,10140.0,9350.0,89,,
20250807,003570,INTRADAY_OC,59600.0,54500.0,15,,
20250808,104040,INTRADAY_OC,1107.0,1113.0,817,,
20250808,032750,INTRADAY_OC,4505.0,4585.0,200,,
20250808,009580,INTRADAY_OC,2770.0,2765.0,326,,
20250808,010040,INTRADAY_OC,2290.0,2325.0,395,,
20250808,054780,INTRADAY_OC,4205.0,4255.0,215,,
20250808,086980,INTRADAY_OC,2750.0,2770.0,329,,
20250808,018470,INTRADAY_OC,1493.0,1531.0,606,,
20250808,091340,INTRADAY_OC,2615.0,2595.0,346,,
20250808,052330,INTRADAY_OC,9450.0,9440.0,95,,
20250808,003570,INTRADAY_OC,54000.0,52200.0,16,,
20250811,104040,INTRADAY_OC,1120.0,1120.0,808,,
20250811,032750,INTRADAY_OC,4585.0,4465.0,197,,
20250811,009580,INTRADAY_OC,2765.0,2770.0,327,,
20250811,010040,INTRADAY_OC,2325.0,2295.0,389,,
20250811,054780,INTRADAY_OC,4255.0,4290.0,212,,
20250811,086980,INTRADAY_OC,2770.0,2765.0,326,,
20250811,018470,INTRADAY_OC,1535.0,1615.0,589,,
20250811,091340,INTRADAY_OC,2600.0,2585.0,348,,
20250811,052330,INTRADAY_OC,9460.0,9050.0,95,,
20250811,003570,INTRADAY_OC,50800.0,53100.0,17,,
20250811,012450,INTRADAY_OC,875000.0,880000.0,1,,
20250812,104040,INTRADAY_OC,1120.0,1227.0,808,,
20250812,032750,INTRADAY_OC,4465.0,4425.0,202,,
20250812,009580,INTRADAY_OC,2755.0,2765.0,328,,
20250812,010040,INTRADAY_OC,2300.0,2300.0,393,,
20250812,054780,INTRADAY_OC,4365.0,4290.0,207,,
20250812,086980,INTRADAY_OC,2750.0,2750.0,329,,
20250812,018470,INTRADAY_OC,1604.0,1619.0,564,,
20250812,091340,INTRADAY_OC,2575.0,2555.0,351,,
20250812,052330,INTRADAY_OC,9180.0,9030.0,98,,
20250812,003570,INTRADAY_OC,53000.0,51100.0,17,,
20250812,012450,INTRADAY_OC,885000.0,851000.0,1,,
20250813,104040,INTRADAY_OC,1237.0,1258.0,731,,
20250813,032750,INTRADAY_OC,4430.0,4430.0,204,,
20250813,009580,INTRADAY_OC,2780.0,2735.0,325,,
20250813,010040,INTRADAY_OC,2300.0,2290.0,393,,
20250813,054780,INTRADAY_OC,4290.0,4210.0,210,,
20250813,086980,INTRADAY_OC,2750.0,2720.0,328,,
20250813,018470,INTRADAY_OC,1625.0,1630.0,556,,
20250813,091340,INTRADAY_OC,2555.0,2540.0,354,,
20250813,052330,INTRADAY_OC,9020.0,8980.0,100,,
20250813,003570,INTRADAY_OC,51500.0,55200.0,17,,
20250813,012450,INTRADAY_OC,854000.0,878000.0,1,,
20250814,104040,INTRADAY_OC,1276.0,1244.0,709,,
20250814,032750,INTRADAY_OC,4430.0,4480.0,204,,
20250814,009580,INTRADAY_OC,2735.0,2735.0,330,,
20250814,010040,INTRADAY_OC,2290.0,2290.0,395,,
20250814,054780,INTRADAY_OC,4210.0,4230.0,214,,
20250814,086980,INTRADAY_OC,2740.0,2735.0,330,,
20250814,018470,INTRADAY_OC,1624.0,1673.0,557,,
20250814,091340,INTRADAY_OC,2540.0,2535.0,356,,
20250814,052330,INTRADAY_OC,8980.0,8920.0,100,,
20250814,003570,INTRADAY_OC,54900.0,57200.0,16,,
20250814,012450,INTRADAY_OC,880000.0,883000.0,1,,
20250818,104040,INTRADAY_OC,1220.0,1235.0,741,,
20250818,032750,INTRADAY_OC,4405.0,4245.0,205,,
20250818,009580,INTRADAY_OC,2730.0,2710.0,331,,
20250818,010040,INTRADAY_OC,2275.0,2260.0,397,,
20250818,054780,INTRADAY_OC,4220.0,4200.0,214,,
20250818,086980,INTRADAY_OC,2700.0,2695.0,335,,
20250818,018470,INTRADAY_OC,1655.0,1590.0,546,,
20250818,091340,INTRADAY_OC,2510.0,2475.0,360,,
20250818,052330,INTRADAY_OC,8830.0,8820.0,102,,
20250818,003570,INTRADAY_OC,57100.0,58900.0,15,,
20250818,012450,INTRADAY_OC,879000.0,888000.0,1,,
20250819,104040,INTRADAY_OC,1261.0,1186.0,717,,
20250819,032750,INTRADAY_OC,4245.0,4135.0,213,,
20250819,009580,INTRADAY_OC,2705.0,2710.0,334,,
20250819,010040,INTRADAY_OC,2255.0,2240.0,401,,
20250819,054780,INTRADAY_OC,4215.0,4340.0,214,,
20250819,086980,INTRADAY_OC,2685.0,2780.0,336,,
20250819,018470,INTRADAY_OC,1591.0,1557.0,568,,
20250819,091340,INTRADAY_OC,2465.0,2465.0,366,,
20250819,052330,INTRADAY_OC,8810.0,8880.0,102,,
20250819,003570,INTRADAY_OC,58500.0,57200.0,15,,
20250819,012450,INTRADAY_OC,886000.0,827000.0,1,,
20250820,104040,INTRADAY_OC,1184.0,1196.0,762,,
20250820,032750,INTRADAY_OC,4135.0,4070.0,218,,
20250820,009580,INTRADAY_OC,2710.0,2680.0,333,,
20250820,010040,INTRADAY_OC,2235.0,2195.0,404,,
20250820,054780,INTRADAY_OC,4295.0,4270.0,210,,
20250820,086980,INTRADAY_OC,2760.0,2760.0,327,,
20250820,018470,INTRADAY_OC,1540.0,1518.0,586,,
20250820,091340,INTRADAY_OC,2465.0,2445.0,366,,
20250820,052330,INTRADAY_OC,8760.0,8770.0,103,,
20250820,003570,INTRADAY_OC,54300.0,55700.0,16,,
20250820,012450,INTRADAY_OC,809000.0,816000.0,1,,
20250821,104040,INTRADAY_OC,1200.0,1186.0,752,,
20250821,032750,INTRADAY_OC,4070.0,4065.0,221,,
20250821,009580,INTRADAY_OC,2670.0,2685.0,338,,
20250821,010040,INTRADAY_OC,2280.0,2185.0,395,,
20250821,054780,INTRADAY_OC,4305.0,4330.0,209,,
20250821,086980,INTRADAY_OC,2755.0,2725.0,327,,
20250821,018470,INTRADAY_OC,1525.0,1503.0,591,,
20250821,091340,INTRADAY_OC,2430.0,2435.0,371,,
20250821,052330,INTRADAY_OC,8730.0,8760.0,103,,
20250821,003570,INTRADAY_OC,56600.0,57400.0,15,,
20250821,012450,INTRADAY_OC,834000.0,834000.0,1,,
