거래시간,종목코드,현재가,상승확률(%),기대수익,예상손실,손익비,주문수량,주문종류,주문결과,상증확률(%)
2025-07-16 18:20:34.347730,90430.0,135000.0,83.0,8161.96,6394.36,1.35,18.0,매수,모의투자 장종료 입니다.,
2025-07-16 18:20:38.095390,34950.0,100500.0,86.0,4678.55,3468.73,1.35,42.0,매도,모의투자 장종료 입니다.,
2025-07-16 18:30:53.338211,14830.0,88000.0,76.0,5756.27,5435.34,2.52,5.0,매도,모의투자 장종료 입니다.,
2025-07-16 18:30:57.148051,90430.0,135000.0,81.0,7338.14,6591.05,2.52,2.0,매도,모의투자 장종료 입니다.,
2025-07-16 18:31:00.880859,34950.0,100500.0,95.0,5642.85,2239.21,2.52,90.0,매수,모의투자 장종료 입니다.,
2025-07-16 18:41:15.882683,14830.0,88000.0,71.0,6456.16,6007.09,1.72,6.0,매도,모의투자 장종료 입니다.,
2025-07-16 18:41:19.596441,90430.0,135000.0,87.0,9374.81,5783.59,1.72,26.0,매수,모의투자 장종료 입니다.,
2025-07-16 18:41:23.353865,34950.0,100500.0,90.0,5047.66,2941.55,1.72,17.0,매도,모의투자 장종료 입니다.,
2025-07-16 18:51:38.285543,14830.0,88000.0,76.0,5713.71,5934.04,1.71,5.0,매도,모의투자 장종료 입니다.,
2025-07-16 18:51:42.190356,90430.0,135000.0,78.0,8446.19,6831.87,1.71,9.0,매수,모의투자 장종료 입니다.,
2025-07-16 18:51:45.979244,34950.0,100500.0,84.0,5124.56,2991.53,1.71,3.0,매도,모의투자 장종료 입니다.,
2025-07-16 19:02:01.083853,14830.0,88000.0,78.0,5937.82,5587.02,1.53,3.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:02:05.175684,90430.0,135000.0,88.0,8283.26,6654.68,1.53,11.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:02:09.841708,34950.0,100500.0,78.0,4393.02,2870.9,1.53,11.0,매도,모의투자 장종료 입니다.,
2025-07-16 19:12:25.031919,14830.0,88000.0,80.0,5383.9,5340.91,1.48,9.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:12:29.088666,90430.0,135000.0,81.0,6869.33,7560.62,1.48,2.0,매도,모의투자 장종료 입니다.,
2025-07-16 19:12:33.004482,34950.0,100500.0,82.0,4948.7,3333.77,1.48,19.0,매도,모의투자 장종료 입니다.,
2025-07-16 19:22:48.070600,14830.0,88000.0,72.0,5548.58,6231.51,1.58,12.0,매도,모의투자 장종료 입니다.,
2025-07-16 19:22:51.779970,90430.0,135000.0,88.0,9535.75,5652.78,1.58,34.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:22:55.543906,34950.0,100500.0,88.0,4972.52,3154.03,1.58,29.0,매도,모의투자 장종료 입니다.,
2025-07-16 19:33:10.679712,14830.0,88000.0,74.0,5203.93,5546.51,1.7,2.0,매도,모의투자 장종료 입니다.,
2025-07-16 19:33:14.481640,90430.0,135000.0,79.0,7994.82,7093.65,1.7,5.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:33:18.195506,34950.0,100500.0,91.0,4987.93,2926.35,1.7,5.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:43:33.627201,90430.0,135000.0,80.0,7878.85,6812.53,1.84,5.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:43:37.473536,34950.0,100500.0,91.0,5191.87,2820.03,1.84,14.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:53:52.485795,14830.0,88000.0,79.0,6234.11,5423.76,1.63,8.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:53:56.341641,90430.0,135000.0,80.0,8096.16,7137.02,1.63,3.0,매수,모의투자 장종료 입니다.,
2025-07-16 19:54:00.065274,34950.0,100500.0,84.0,5012.25,3082.8,1.63,15.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:04:15.633760,14830.0,88000.0,81.0,6865.82,4657.5,1.4,31.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:04:19.360160,90430.0,135000.0,88.0,8361.82,7003.71,1.4,4.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:04:23.091369,34950.0,100500.0,89.0,4460.07,3177.96,1.4,41.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:14:38.319927,14830.0,88000.0,78.0,5690.7,4775.49,1.11,27.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:14:42.069669,90430.0,135000.0,76.0,7637.97,6856.39,1.11,10.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:14:45.803453,34950.0,100500.0,79.0,4206.81,3796.23,1.11,64.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:25:00.920038,14830.0,88000.0,75.0,4746.42,6738.96,1.72,18.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:25:04.779912,90430.0,135000.0,80.0,8835.82,7007.26,1.72,11.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:25:08.511121,34950.0,100500.0,84.0,5045.78,2936.01,1.72,9.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:35:23.563066,14830.0,88000.0,79.0,5972.19,5092.2,1.51,13.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:35:27.304506,90430.0,135000.0,78.0,8265.34,7041.0,1.51,6.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:35:31.081146,34950.0,100500.0,89.0,4810.07,3182.85,1.51,26.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:45:46.142434,14830.0,88000.0,73.0,4864.59,6014.38,1.7,13.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:45:50.229144,90430.0,135000.0,80.0,9650.13,6343.11,1.7,22.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:45:53.946393,34950.0,100500.0,88.0,5155.79,3039.44,1.7,11.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:56:09.789115,14830.0,88000.0,73.0,5126.33,6261.7,1.02,4.0,매도,모의투자 장종료 입니다.,
2025-07-16 20:56:13.885281,90430.0,135000.0,81.0,8069.68,6390.96,1.02,26.0,매수,모의투자 장종료 입니다.,
2025-07-16 20:56:18.666243,34950.0,100500.0,80.0,3780.44,3718.42,1.02,61.0,매도,모의투자 장종료 입니다.,
2025-07-16 21:06:34.370399,14830.0,88000.0,74.0,6116.68,5346.51,1.83,1.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:06:38.189753,90430.0,135000.0,85.0,9373.83,5978.36,1.83,20.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:06:41.933963,34950.0,100500.0,87.0,5381.31,2935.11,1.83,12.0,매도,모의투자 장종료 입니다.,
2025-07-16 21:16:57.052553,14830.0,88000.0,83.0,5917.47,4976.77,1.44,18.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:17:00.770975,90430.0,135000.0,77.0,8324.55,7539.26,1.44,2.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:17:04.496688,34950.0,100500.0,89.0,4754.29,3303.63,1.44,33.0,매도,모의투자 장종료 입니다.,
2025-07-16 21:27:20.019440,14830.0,88000.0,82.0,6174.49,5735.7,1.79,1.0,매도,모의투자 장종료 입니다.,
2025-07-16 21:27:23.763402,90430.0,135000.0,83.0,8551.18,6941.42,1.79,6.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:27:27.602689,34950.0,100500.0,85.0,4849.66,2705.02,1.79,12.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:37:42.726867,14830.0,88000.0,71.0,5124.71,6138.79,1.46,6.0,매도,모의투자 장종료 입니다.,
2025-07-16 21:37:46.828261,90430.0,135000.0,81.0,7053.9,6532.51,1.46,11.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:37:50.618016,34950.0,100500.0,87.0,4061.06,2780.84,1.46,6.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:48:06.009193,14830.0,88000.0,78.0,6083.13,5123.95,1.58,12.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:48:09.760830,90430.0,135000.0,76.0,9253.29,7593.31,1.58,3.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:48:13.496946,34950.0,100500.0,87.0,4611.61,2911.81,1.58,13.0,매도,모의투자 장종료 입니다.,
2025-07-16 21:58:28.837495,14830.0,88000.0,79.0,6043.51,5281.91,2.28,5.0,매수,모의투자 장종료 입니다.,
2025-07-16 21:58:32.578885,90430.0,135000.0,78.0,6250.96,8140.55,2.28,15.0,매도,모의투자 장종료 입니다.,
2025-07-16 21:58:36.323206,34950.0,100500.0,91.0,5149.17,2254.79,2.28,92.0,매수,모의투자 장종료 입니다.,
2025-07-16 22:08:51.602410,14830.0,88000.0,80.0,4751.63,6060.11,1.47,9.0,매도,모의투자 장종료 입니다.,
2025-07-16 22:08:55.583041,90430.0,135000.0,82.0,8232.41,6801.39,1.47,14.0,매수,모의투자 장종료 입니다.,
2025-07-16 22:08:59.388260,34950.0,100500.0,84.0,4468.63,3044.18,1.47,10.0,매도,모의투자 장종료 입니다.,
2025-07-16 22:19:14.652759,14830.0,88000.0,73.0,5643.32,5562.61,1.62,2.0,매도,모의투자 장종료 입니다.,
2025-07-16 22:19:18.564247,90430.0,135000.0,84.0,9122.5,6192.67,1.62,20.0,매수,모의투자 장종료 입니다.,
2025-07-16 22:19:22.356387,34950.0,100500.0,91.0,4539.97,2803.76,1.62,9.0,매도,모의투자 장종료 입니다.,
2025-07-16 22:29:37.653249,14830.0,88000.0,83.0,5642.11,5030.57,1.96,7.0,매수,모의투자 장종료 입니다.,
2025-07-16 22:29:41.457191,90430.0,135000.0,76.0,8332.67,7510.38,1.96,2.0,매도,모의투자 장종료 입니다.,
2025-07-16 22:29:45.280921,34950.0,100500.0,86.0,5048.79,2578.49,1.96,32.0,매수,모의투자 장종료 입니다.,
2025-07-16 22:40:00.976891,14830.0,88000.0,77.0,5860.44,5349.35,1.2,19.0,매수,모의투자 장종료 입니다.,
2025-07-16 22:40:04.775579,90430.0,135000.0,80.0,6576.92,7725.1,1.2,2.0,매도,모의투자 장종료 입니다.,
2025-07-16 22:40:08.547344,34950.0,100500.0,84.0,3630.3,3035.51,1.2,24.0,매도,모의투자 장종료 입니다.,
2025-07-18 14:19:33.679368,6060.0,4955.0,83.0,177.57,206.06,0.86,2426432.0,매수,모의투자 주문 실패(1회 최대 주문가능수량 초과),
2025-07-18 14:22:51.909212,6060.0,4955.0,81.0,173.01,223.78,0.77,2234358.0,매수,모의투자 주문 실패(1회 최대 주문가능수량 초과),
2025-07-21 15:17:20.375013,660.0,272500.0,91.0,30373.18,8117.79,3.74,61593.0,매수,모의투자 주문가능금액이 부족합니다.,
2025-07-21 15:53:24.180272,660.0,272500.0,,29304.91,9885.55,2.96,36.0,머수,모의투자 장종료 입니다.,90.0
<<<<<<< HEAD,,,,,,,,,,
2025-07-22 15:00:07.763896,660.0,267500.0,,21526.43,10795.95,1.99,37.0,머수,모의투자 주문가능금액이 부족합니다.,85.0
2025-07-22 15:01:32.426819,660.0,267500.0,,23574.14,11953.94,1.97,37.0,머수,모의투자 주문가능금액이 부족합니다.,84.0
2025-07-22 15:04:27.553068,660.0,267500.0,,21999.08,12351.6,1.78,37.0,머수,모의투자 주문가능금액이 부족합니다.,89.0
2025-07-22 15:06:06.056001,660.0,267500.0,,22627.45,13120.01,1.72,37.0,머수,모의투자 주문가능금액이 부족합니다.,86.0
2025-07-22 15:07:25.835544,660.0,268000.0,,25927.93,9279.19,2.79,37.0,머수,모의투자 주문가능금액이 부족합니다.,89.0
2025-07-22 15:11:38.817926,660.0,269250.0,,25416.26,12552.49,2.02,37.0,머수,모의투자 주문처리가 안되었습니다(호가단위 오류),85.0
2025-07-22 15:14:33.866746,660.0,268500.0,,27210.89,10134.05,2.69,37.0,머수,모의투자 주문가능금액이 부족합니다.,87.0
2025-07-22 15:16:12.380217,660.0,268500.0,,25497.4,10840.89,2.35,37.0,머수,모의투자 주문가능금액이 부족합니다.,85.0
2025-07-22 15:17:32.247908,660.0,268500.0,,22599.04,11791.41,1.92,37.0,머수,모의투자 주문가능금액이 부족합니다.,85.0
2025-07-22 15:21:13.780984,660.0,268250.0,,21459.86,12218.15,1.76,37.0,머수,모의투자 주문처리가 안되었습니다(호가단위 오류),85.0
2025-07-22 15:21:45.053825,660.0,268250.0,,23980.72,12999.44,1.84,37.0,머수,모의투자 주문처리가 안되었습니다(호가단위 오류),92.0
2025-07-22 15:22:42.618397,660.0,268250.0,,25459.55,10814.02,2.35,37.0,머수,모의투자 주문처리가 안되었습니다(호가단위 오류),86.0
2025-07-22 15:24:40.146707,660.0,268250.0,,22956.25,10106.45,2.27,37.0,머수,모의투자 주문처리가 안되었습니다(호가단위 오류),90.0
2025-07-22 15:26:18.857818,660.0,268250.0,,21678.53,12185.99,1.78,37.0,머수,모의투자 주문처리가 안되었습니다(호가단위 오류),85.0
2025-07-22 15:27:38.507513,660.0,268250.0,,24215.25,11776.75,2.06,37.0,머수,모의투자 주문처리가 안되었습니다(호가단위 오류),87.0
2025-07-22 15:31:51.503169,660.0,268500.0,,24869.09,11221.05,2.22,37.0,머수,모의투자 장종료 입니다.,91.0
2025-07-22 15:34:46.414304,660.0,268500.0,,24713.07,8667.29,2.85,37.0,머수,모의투자 장종료 입니다.,92.0
2025-07-22 15:36:25.126931,660.0,268500.0,,26920.53,8114.36,3.32,37.0,머수,모의투자 장종료 입니다.,93.0
2025-07-22 15:37:44.966950,660.0,268500.0,,22298.36,11747.83,1.9,37.0,머수,모의투자 장종료 입니다.,91.0
2025-07-22 15:41:57.845214,660.0,268500.0,,21999.8,10977.86,2.0,37.0,머수,모의투자 장종료 입니다.,88.0
2025-07-22 15:44:52.799744,660.0,268500.0,,23733.98,10788.13,2.2,37.0,머수,모의투자 장종료 입니다.,89.0
2025-07-22 15:46:31.406014,660.0,268500.0,,24506.15,10952.27,2.24,37.0,머수,모의투자 장종료 입니다.,90.0
2025-07-22 15:47:51.267159,660.0,268500.0,,23159.43,13193.29,1.76,37.0,머수,모의투자 장종료 입니다.,86.0
2025-07-22 15:52:04.189473,660.0,268500.0,,24071.42,12830.96,1.88,37.0,머수,모의투자 장종료 입니다.,85.0
2025-07-22 15:54:59.153851,660.0,268500.0,,21718.6,11734.48,1.85,37.0,머수,모의투자 장종료 입니다.,86.0
2025-07-22 15:56:37.779345,660.0,268500.0,,24990.36,11587.75,2.16,37.0,머수,모의투자 장종료 입니다.,86.0
2025-07-22 15:57:57.551687,660.0,268500.0,,26196.87,8994.44,2.91,37.0,머수,모의투자 장종료 입니다.,91.0
2025-07-22 16:02:10.604443,660.0,268500.0,,23608.9,10328.9,2.29,37.0,머수,모의투자 장종료 입니다.,90.0
2025-07-22 16:05:05.429523,660.0,268500.0,,27849.93,8849.79,3.15,37.0,머수,모의투자 장종료 입니다.,94.0
2025-07-22 16:06:44.062241,660.0,268500.0,,25437.51,11328.61,2.25,37.0,머수,모의투자 장종료 입니다.,90.0
2025-07-22 16:08:04.022611,660.0,268500.0,,23536.27,12579.36,1.87,37.0,머수,모의투자 장종료 입니다.,87.0
2025-07-22 16:12:16.906228,660.0,268500.0,,24316.43,9978.65,2.44,37.0,머수,모의투자 장종료 입니다.,90.0
2025-07-22 16:15:12.044352,660.0,268500.0,,24481.47,10476.23,2.34,37.0,머수,모의투자 장종료 입니다.,89.0
2025-07-22 16:16:50.421131,660.0,268500.0,,23274.43,12009.42,1.94,37.0,머수,모의투자 장종료 입니다.,85.0
2025-07-22 16:18:10.407323,660.0,268500.0,,23919.24,12718.51,1.88,37.0,머수,모의투자 장종료 입니다.,84.0
2025-07-22 16:22:23.198916,660.0,268500.0,,24129.83,9514.51,2.54,37.0,머수,모의투자 장종료 입니다.,93.0
2025-07-22 16:25:18.398523,660.0,268500.0,,20301.8,10783.32,1.88,37.0,머수,모의투자 장종료 입니다.,90.0
2025-07-22 16:26:56.760853,660.0,268500.0,,23185.53,11499.9,2.02,37.0,머수,모의투자 장종료 입니다.,87.0
2025-07-22 16:28:16.844113,660.0,268500.0,,25167.86,9694.3,2.6,37.0,머수,모의투자 장종료 입니다.,83.0
2025-07-22 16:32:29.494184,660.0,268500.0,,25460.56,9737.25,2.61,37.0,머수,모의투자 장종료 입니다.,94.0
2025-07-22 16:35:24.814124,660.0,268500.0,,20069.38,12024.16,1.67,37.0,머수,모의투자 장종료 입니다.,85.0
2025-07-22 16:37:03.094675,660.0,268500.0,,31295.05,8395.06,3.73,37.0,머수,모의투자 장종료 입니다.,91.0
2025-07-22 16:38:23.167057,660.0,268500.0,,21736.0,14225.59,1.53,37.0,머수,모의투자 장종료 입니다.,84.0
2025-07-22 16:42:35.981447,660.0,268500.0,,26517.41,9939.0,2.67,37.0,머수,모의투자 장종료 입니다.,91.0
2025-07-22 16:45:31.197481,660.0,268500.0,,25304.7,10265.19,2.47,37.0,머수,모의투자 장종료 입니다.,91.0
2025-07-22 16:47:09.409326,660.0,268500.0,,26301.03,11132.89,2.36,37.0,머수,모의투자 장종료 입니다.,88.0
2025-07-22 16:48:29.551026,660.0,268500.0,,25133.14,11744.76,2.14,37.0,머수,모의투자 장종료 입니다.,90.0
2025-07-24 13:52:19.907084,660.0,270500.0,,24967.88,10609.74,2.35,36.0,머수,모의투자 주문가능금액이 부족합니다.,92.0
2025-07-24 14:02:26.281453,660.0,271000.0,,26993.7,9235.05,2.92,36.0,머수,모의투자 주문가능금액이 부족합니다.,95.0
2025-07-30 10:30:01.425687,12450.0,970000.0,,59800.83,50705.85,1.18,10.0,매수,모의투자 매수주문이 완료 되었습니다.,81.0
2025-07-31 13:48:44.408348,12160.0,582.0,,46.25,100.0,0.32,17182.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),90.0
2025-07-31 13:48:48.240043,210.0,50100.0,,4721.68,1639.72,0.32,199.0,매수,모의투자 매수주문이 완료 되었습니다.,86.0
2025-07-31 13:48:51.968969,6360.0,19350.0,,383.63,1207.14,0.32,516.0,매수,모의투자 매수주문이 완료 되었습니다.,65.0
2025-07-31 13:51:00.128315,12160.0,582.0,,41.88,100.0,1.5,17182.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),93.0
2025-07-31 14:01:17.689426,12160.0,580.0,,43.18,100.0,1.28,17241.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),93.0
2025-07-31 14:11:35.315846,12160.0,581.0,,42.93,100.0,1.31,17211.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),93.0
2025-07-31 14:11:39.062808,6360.0,19400.0,,486.99,1054.04,1.31,1.0,매도,모의투자 매도주문이 완료 되었습니다.,69.0
2025-07-31 14:21:56.619508,12160.0,575.0,,37.33,100.0,1.25,17391.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),88.0
2025-07-31 14:22:00.347315,210.0,50000.0,,5076.55,1354.17,1.25,1.0,매수,모의투자 매수주문이 완료 되었습니다.,95.0
2025-07-31 14:22:04.127914,6360.0,19350.0,,420.84,1146.48,1.25,1.0,매수,모의투자 매수주문이 완료 되었습니다.,65.0
2025-07-31 14:32:21.798574,12160.0,575.0,,39.86,100.0,1.19,17391.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),89.0
2025-07-31 14:32:25.506221,210.0,50100.0,,4994.59,1637.32,1.19,1.0,매도,모의투자 매도주문이 완료 되었습니다.,94.0
2025-07-31 14:42:43.052634,12160.0,578.0,,35.58,100.0,1.5,17301.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),90.0
2025-07-31 14:42:46.810918,210.0,50300.0,,5231.37,1683.72,1.5,1.0,매도,모의투자 매도주문이 완료 되었습니다.,89.0
2025-07-31 14:42:50.540696,6360.0,19450.0,,512.6,1035.86,1.5,2.0,매도,모의투자 매도주문이 완료 되었습니다.,72.0
2025-07-31 14:53:08.285312,12160.0,579.0,,48.78,100.0,1.24,17271.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),90.0
2025-07-31 14:53:12.016396,6360.0,19500.0,,405.39,1186.03,1.24,2.0,매도,모의투자 매도주문이 완료 되었습니다.,58.0
2025-07-31 15:03:29.513739,12160.0,581.0,,45.61,100.0,1.47,17211.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),87.0
2025-07-31 15:03:33.246139,210.0,50200.0,,4549.87,1900.06,1.47,1.0,매수,모의투자 매수주문이 완료 되었습니다.,88.0
2025-07-31 15:13:50.794172,12160.0,582.0,,37.84,100.0,1.74,17182.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),87.0
2025-07-31 15:13:54.500554,210.0,50500.0,,5158.87,1582.78,1.74,1.0,매도,모의투자 매도주문이 완료 되었습니다.,96.0
2025-07-31 15:13:58.216920,6360.0,19450.0,,353.81,1114.28,1.74,2.0,매수,모의투자 매수주문이 완료 되었습니다.,61.0
2025-07-31 15:24:15.632237,12160.0,580.0,,38.7,100.0,1.97,17241.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),91.0
2025-07-31 15:34:33.056689,12160.0,570.0,,31.57,100.0,1.26,17543.0,매수,모의투자 장종료 입니다.,78.0
2025-07-31 15:34:36.761828,6360.0,19350.0,,344.4,1220.55,1.26,2.0,매수,모의투자 장종료 입니다.,61.0
2025-07-31 15:44:54.152649,12160.0,570.0,,42.11,100.0,1.54,17543.0,매수,모의투자 장종료 입니다.,88.0
2025-07-31 15:44:57.883691,6360.0,19350.0,,317.41,1181.38,1.54,2.0,매수,모의투자 장종료 입니다.,60.0
2025-07-31 15:55:15.326211,12160.0,570.0,,41.58,100.0,1.25,17543.0,매수,모의투자 장종료 입니다.,90.0
2025-07-31 15:55:19.032145,6360.0,19350.0,,401.08,1167.93,1.25,2.0,매수,모의투자 장종료 입니다.,71.0
2025-07-31 16:05:36.422163,12160.0,570.0,,35.59,100.0,1.93,17543.0,매수,모의투자 장종료 입니다.,92.0
2025-07-31 16:05:40.147003,6360.0,19350.0,,451.02,1102.98,1.93,2.0,매수,모의투자 장종료 입니다.,77.0
2025-07-31 16:15:57.624571,12160.0,570.0,,37.93,100.0,1.48,17543.0,매수,모의투자 장종료 입니다.,88.0
2025-07-31 16:16:01.374410,6360.0,19350.0,,479.41,1071.56,1.48,2.0,매수,모의투자 장종료 입니다.,73.0
2025-07-31 16:26:18.875878,12160.0,570.0,,38.95,100.0,1.63,17543.0,매수,모의투자 장종료 입니다.,90.0
2025-07-31 16:26:22.628582,6360.0,19350.0,,439.56,1187.66,1.63,2.0,매수,모의투자 장종료 입니다.,71.0
2025-07-31 16:36:40.200019,12160.0,570.0,,39.49,100.0,1.49,17543.0,매수,모의투자 장종료 입니다.,86.0
2025-07-31 16:36:43.929252,6360.0,19350.0,,408.07,1251.1,1.49,2.0,매수,모의투자 장종료 입니다.,65.0
2025-07-31 16:47:01.362185,12160.0,570.0,,39.45,100.0,1.32,17543.0,매수,모의투자 장종료 입니다.,89.0
2025-07-31 16:47:05.087567,6360.0,19350.0,,436.54,1080.6,1.32,2.0,매수,모의투자 장종료 입니다.,71.0
2025-07-31 16:57:22.488112,12160.0,570.0,,42.54,100.0,1.61,17543.0,매수,모의투자 장종료 입니다.,94.0
2025-07-31 16:57:26.195423,6360.0,19350.0,,434.35,1108.62,1.61,2.0,매수,모의투자 장종료 입니다.,63.0
2025-07-31 17:07:43.633797,12160.0,570.0,,41.47,100.0,1.54,17543.0,매수,모의투자 장종료 입니다.,86.0
2025-07-31 17:07:47.346212,6360.0,19350.0,,395.78,1211.64,1.54,2.0,매수,모의투자 장종료 입니다.,64.0
2025-07-31 17:18:04.787113,12160.0,570.0,,41.26,100.0,1.63,17543.0,매수,모의투자 장종료 입니다.,88.0
2025-07-31 17:18:08.544195,6360.0,19350.0,,420.2,1218.1,1.63,2.0,매수,모의투자 장종료 입니다.,66.0
2025-07-31 17:28:25.947784,12160.0,570.0,,40.46,100.0,1.67,17543.0,매수,모의투자 장종료 입니다.,81.0
2025-07-31 17:28:29.675177,6360.0,19350.0,,452.59,1119.35,1.67,2.0,매수,모의투자 장종료 입니다.,63.0
2025-07-31 17:38:47.134874,12160.0,570.0,,36.81,100.0,1.81,17543.0,매수,모의투자 장종료 입니다.,81.0
2025-07-31 17:38:50.904112,6360.0,19350.0,,400.38,1178.6,1.81,2.0,매수,모의투자 장종료 입니다.,62.0
2025-07-31 17:49:08.490507,12160.0,570.0,,40.76,100.0,1.84,17543.0,매수,모의투자 장종료 입니다.,84.0
2025-07-31 17:49:12.231494,6360.0,19350.0,,397.41,1159.89,1.84,2.0,매수,모의투자 장종료 입니다.,71.0
2025-07-31 17:59:29.720215,12160.0,570.0,,37.96,100.0,1.39,17543.0,매수,모의투자 장종료 입니다.,81.0
2025-07-31 17:59:33.435620,6360.0,19350.0,,324.08,1270.29,1.39,2.0,매수,모의투자 장종료 입니다.,64.0
2025-08-02 12:21:15.337437,78340.0,37900.0,,461.88,2031.32,1.6,263.0,매수,모의투자 영업일이 아닙니다.,65.0
2025-08-02 12:21:19.059673,4800.0,83500.0,,8434.07,2531.63,1.6,119.0,매수,모의투자 영업일이 아닙니다.,96.0
2025-08-04 10:42:08.395098,78340.0,38300.0,,273.68,2154.78,1.89,261.0,매수,모의투자 매수주문이 완료 되었습니다.,61.0
2025-08-04 10:42:12.126977,4800.0,84300.0,,8728.09,2356.52,1.89,118.0,매수,모의투자 매수주문이 완료 되었습니다.,95.0
2025-08-04 10:42:15.876606,3230.0,1404000.0,,105452.67,55883.74,1.89,7.0,매수,모의투자 매수주문이 완료 되었습니다.,82.0
2025-08-04 10:52:31.065149,4800.0,84800.0,,8274.92,2113.87,2.1,1.0,매도,모의투자 잔고내역이 없습니다.,92.0
2025-08-04 11:02:46.064662,78340.0,38050.0,,256.89,2275.17,1.41,1.0,매수,모의투자 매수주문이 완료 되었습니다.,64.0
2025-08-04 11:13:01.306140,4800.0,84800.0,,8751.54,2568.83,1.66,1.0,매도,모의투자 매도주문이 완료 되었습니다.,94.0
2025-08-04 11:33:27.607133,4800.0,84500.0,,7886.04,2723.11,2.0,1.0,매수,모의투자 매수주문이 완료 되었습니다.,92.0
2025-08-04 11:43:42.676141,4800.0,84900.0,,7317.19,3044.44,2.19,1.0,매도,모의투자 매도주문이 완료 되었습니다.,93.0
2025-08-04 11:53:57.700003,4800.0,84500.0,,8410.48,2012.21,3.11,1.0,매수,모의투자 매수주문이 완료 되었습니다.,97.0
2025-08-04 12:04:12.832825,78340.0,38300.0,,280.48,2155.92,1.75,1.0,매도,모의투자 매도주문이 완료 되었습니다.,61.0
2025-08-04 12:14:27.867589,78340.0,38600.0,,375.57,2101.62,1.96,2.0,매도,모의투자 매도주문이 완료 되었습니다.,65.0
2025-08-04 12:34:54.376016,78340.0,38450.0,,342.55,1927.09,1.86,1.0,매수,모의투자 매수주문이 완료 되었습니다.,64.0
2025-08-04 12:45:09.362087,78340.0,38650.0,,359.15,2200.14,1.73,2.0,매도,모의투자 매도주문이 완료 되었습니다.,66.0
2025-08-04 12:55:24.339309,78340.0,38600.0,,467.03,1996.89,1.45,1.0,매수,모의투자 매수주문이 완료 되었습니다.,65.0
2025-08-04 13:05:39.413713,78340.0,38650.0,,361.18,2110.21,1.48,1.0,매도,모의투자 매도주문이 완료 되었습니다.,65.0
2025-08-04 13:15:54.450646,78340.0,38500.0,,317.09,2238.31,1.63,1.0,매수,모의투자 매수주문이 완료 되었습니다.,63.0
2025-08-04 13:26:09.526472,78340.0,38400.0,,386.18,2063.29,1.74,1.0,매수,모의투자 매수주문이 완료 되었습니다.,67.0
2025-08-04 13:36:24.571224,78340.0,38500.0,,339.8,1928.22,1.8,1.0,매도,모의투자 매도주문이 완료 되었습니다.,66.0
2025-08-04 13:56:51.077474,4800.0,83600.0,,7157.66,2755.44,1.59,1.0,매수,모의투자 매수주문이 완료 되었습니다.,91.0
