timestamp,cpu_percent,memory_percent,net_sent_MB,net_recv_MB
2025-07-24 13:58:45.217697,17.5,82.1,0.00,0.00
2025-07-24 13:58:46.242907,13.0,82.2,0.00,0.00
2025-07-24 13:58:47.274597,18.7,82.2,0.00,0.00
2025-07-24 13:58:48.290411,12.6,82.1,0.00,0.00
2025-07-24 13:58:49.332370,12.6,82.2,0.00,0.00
2025-07-24 13:58:50.356707,15.6,82.2,0.00,0.00
2025-07-24 13:58:51.383776,18.4,82.2,0.00,0.00
2025-07-24 13:58:52.424766,12.2,82.2,0.00,0.00
2025-07-24 13:58:53.435921,10.5,82.2,0.00,0.00
2025-07-24 13:58:54.472479,17.6,82.1,0.00,0.00
2025-07-24 13:58:55.504356,24.0,82.2,0.00,0.00
2025-07-24 13:58:56.529152,18.0,82.3,0.00,0.00
2025-07-24 13:58:57.564665,14.2,82.3,0.00,0.00
2025-07-24 13:58:58.598408,16.1,82.3,0.00,0.00
2025-07-24 13:58:59.629911,17.2,82.3,0.00,0.00
2025-07-24 13:59:00.670868,20.2,82.3,0.00,0.00
2025-07-24 13:59:01.710766,9.6,82.3,0.00,0.00
2025-07-24 13:59:02.746605,14.6,82.3,0.00,0.00
2025-07-24 13:59:03.761679,13.5,82.3,0.00,0.00
2025-07-24 13:59:04.813220,15.8,82.3,0.00,0.00
2025-07-24 13:59:05.845526,19.4,82.3,0.00,0.00
2025-07-24 13:59:06.882604,11.6,82.3,0.00,0.00
2025-07-24 13:59:07.906685,19.2,82.2,0.00,0.00
2025-07-24 13:59:08.956994,14.0,82.2,0.00,0.00
2025-07-24 13:59:09.988742,19.1,81.8,0.00,0.00
2025-07-24 13:59:11.017436,18.1,81.8,0.00,0.00
2025-07-24 13:59:12.053447,14.4,81.8,0.00,0.00
2025-07-24 13:59:13.084470,17.5,81.8,0.00,0.00
2025-07-24 13:59:14.120848,16.3,81.8,0.00,0.00
2025-07-24 13:59:15.140892,11.8,81.8,0.00,0.00
2025-07-24 13:59:16.179210,20.4,81.7,0.00,0.00
2025-07-24 13:59:17.206656,11.7,81.7,0.00,0.00
2025-07-24 13:59:18.251970,19.1,81.7,0.00,0.00
