거래시간,종목코드,현재가,상승확률(%),기대수익,예상손실,손익비,주문수량,주문종류,주문결과
2025-09-06 16:59:26.223904,007820,4485,84.0,761.79,267.35,2.85,2229,매수,모의투자 영업일이 아닙니다.
